Employe_num,full_name,gender,location_id,jobtitle_id,age,age_group,lengthservice_year,absent_hour
4831,Craig Sanchez,Male,loc148,jbt5,26,20's,3,0
4832,Ann Stevens,Female,loc232,jbt41,54,50's,5,128
4833,Yolanda Quinn,Female,loc232,jbt41,43,40's,4,89
4834,Stephen Pedro,Male,loc215,jbt5,53,50's,6,85
4835,Daniel Garner,Male,loc236,jbt38,44,40's,2,100
4836,James Tello,Male,loc232,jbt41,42,40's,3,46
4837,Thomas Adams,Male,loc170,jbt38,59,50's,5,118
4838,Louis Moran,Male,loc236,jbt38,45,40's,4,70
4839,Thomas Youngblood,Male,loc125,jbt38,29,20's,8,0
4840,Rosana Smith,Female,loc232,jbt41,42,40's,4,41
4841,Michael Morris,Male,loc232,jbt41,60,60's,5,133
4842,Jason Quincy,Male,loc232,jbt41,23,20's,6,0
4843,Andrew Bynum,Male,loc36,jbt38,38,30's,3,45
4844,George Owings,Male,loc232,jbt35,23,20's,6,0
4845,Rosa Sullivan,Female,loc198,jbt5,41,40's,6,57
4846,Mary Blair,Female,loc107,jbt38,46,40's,5,107
4847,Delmer Secor,Male,loc78,jbt5,39,30's,3,84
4848,Lois Prescott,Female,loc187,jbt38,49,40's,3,128
4849,Kimberly Saunders,Female,loc209,jbt5,49,40's,3,114
4850,Sandra Laberge,Female,loc241,jbt5,39,30's,2,61
4851,Susan Ford,Female,loc232,jbt41,62,60's,3,206
4852,Doris Garcia,Female,loc122,jbt8,35,30's,5,65
4853,Juan Turpin,Male,loc232,jbt41,52,50's,5,151
4854,Patricia Jones,Female,loc232,jbt41,47,40's,5,96
4855,Penny Houghton,Female,loc212,jbt5,53,50's,4,151
4856,Betty Tinney,Female,loc241,jbt5,56,50's,4,108
4857,Glenn Carter,Male,loc232,jbt41,62,60's,3,110
4858,Jennifer Woodward,Female,loc87,jbt38,40,40's,5,101
4859,John Thomas,Male,loc227,jbt5,43,40's,3,106
4860,Robert Melton,Male,loc31,jbt8,32,30's,4,42
4861,Gerald Beaman,Male,loc33,jbt5,30,30's,6,9
4862,Shelby Peterson,Male,loc205,jbt38,30,30's,4,0
4863,Jose Coon,Male,loc31,jbt8,44,40's,4,91
4864,Ruth Eastwood,Female,loc35,jbt5,62,60's,6,201
4865,Margaret Decoteau,Female,loc169,jbt5,46,40's,6,97
4866,Timothy Frazier,Male,loc232,jbt35,46,40's,5,77
4867,David Cutrer,Male,loc232,jbt35,41,40's,0,40
4868,Teresa Gallo,Female,loc179,jbt5,43,40's,1,39
4869,Jamaal Dabrowski,Male,loc232,jbt41,45,40's,3,34
4870,Audrey Mauriello,Female,loc232,jbt35,35,30's,2,24
4871,Dorothy Schlosser,Female,loc121,jbt8,24,20's,5,0
4872,Harry Slone,Male,loc215,jbt5,39,30's,5,55
4873,Lisa Apodaca,Female,loc148,jbt5,29,20's,6,0
4874,Courtney Barnes,Female,loc13,jbt35,57,50's,3,175
4875,Shane Phillips,Male,loc148,jbt38,33,30's,3,23
4876,Ora Rainey,Female,loc58,jbt38,38,30's,3,0
4877,Maria Delossantos,Female,loc232,jbt35,28,20's,6,0
4878,Sandra Hubbell,Female,loc105,jbt5,42,40's,5,112
4879,Donald Lavender,Male,loc166,jbt5,44,40's,2,84
4880,Craig Holloway,Male,loc233,jbt38,32,30's,5,8
4881,Irene Davis,Female,loc148,jbt5,19,<20's,4,0
4882,Edgar Rowe,Male,loc232,jbt35,46,40's,6,65
4883,Kelly Thomas,Female,loc232,jbt35,44,40's,3,36
4884,Angela Martin,Female,loc232,jbt35,36,30's,2,37
4885,Kevin Vega,Male,loc213,jbt38,40,40's,5,33
4886,Betty Martinez,Female,loc31,jbt38,18,<20's,4,0
4887,Evangeline Hargrove,Female,loc148,jbt5,28,20's,4,57
4888,Robert Wright,Male,loc114,jbt5,45,40's,0,76
4889,Sterling Cordes,Male,loc148,jbt38,37,30's,6,57
4890,Matthew Gibbs,Male,loc236,jbt35,38,30's,5,0
4891,Robert Jones,Male,loc3,jbt5,47,40's,2,60
4892,Freddie Alexander,Male,loc148,jbt38,42,40's,3,0
4893,Charles Blumenthal,Male,loc112,jbt5,50,50's,6,84
4894,Charlotte Durham,Female,loc232,jbt35,34,30's,3,0
4895,Tricia Hanson,Female,loc232,jbt41,42,40's,6,110
4896,Darlene Williams,Female,loc152,jbt38,46,40's,4,128
4897,Dana Hendrix,Male,loc213,jbt38,38,30's,5,0
4898,Wilbur Kramer,Male,loc152,jbt5,43,40's,4,42
4899,Daniel Hauser,Male,loc236,jbt38,37,30's,1,15
4900,Jeff Graham,Male,loc179,jbt5,50,50's,4,67
4901,Donald Deaton,Male,loc169,jbt38,38,30's,3,0
4902,Judy Greene,Female,loc232,jbt35,43,40's,4,79
4903,Gary Fernandez,Male,loc179,jbt5,53,50's,3,98
4904,Althea Austin,Female,loc117,jbt15,44,40's,3,75
4905,John Davis,Male,loc78,jbt38,29,20's,4,4
4906,Helen Maclean,Female,loc236,jbt35,52,50's,5,115
4907,Clarence Berry,Male,loc52,jbt38,18,<20's,3,0
4908,Robert Place,Male,loc232,jbt41,45,40's,5,76
4909,Amy Sanchez,Female,loc35,jbt5,34,30's,5,0
4910,Joseph Franklin,Male,loc148,jbt38,33,30's,5,0
4911,Dwight Cordero,Male,loc125,jbt5,23,20's,3,0
4912,Nancy Maner,Female,loc64,jbt5,58,50's,4,183
4913,Claire Irwin,Female,loc169,jbt5,22,20's,2,0
4914,Christopher Ward,Male,loc232,jbt41,40,40's,5,59
4915,Ramiro Jordan,Male,loc232,jbt41,57,50's,5,116
4916,Margery Taylor,Female,loc31,jbt8,30,30's,4,66
4917,James Samuel,Male,loc146,jbt5,26,20's,3,0
4918,Mathew Wells,Male,loc232,jbt41,58,50's,3,138
4919,Cheryl Seay,Female,loc243,jbt38,61,60's,5,198
4920,Pauline Morrison,Female,loc200,jbt5,38,30's,5,20
4921,Kendra Butler,Female,loc225,jbt5,47,40's,7,83
4922,Fredrick Rosenbaum,Male,loc112,jbt5,41,40's,7,35
4923,Nohemi Allen,Female,loc212,jbt5,36,30's,7,22
4924,Marion Neal,Female,loc243,jbt5,26,20's,6,7
4925,Mattie Billiot,Female,loc232,jbt41,31,30's,6,9
4926,Michael Valenzuela,Male,loc114,jbt5,49,40's,1,90
4927,Leonard Cox,Male,loc5,jbt38,44,40's,5,48
4928,Kelly Winchester,Female,loc1,jbt41,32,30's,5,6
4929,Norma Sayers,Female,loc31,jbt38,55,50's,3,143
4930,Deborah Wood,Female,loc31,jbt38,55,50's,4,166
4931,Vivian West,Female,loc31,jbt38,48,40's,6,116
4932,Jeffrey Bland,Male,loc184,jbt38,39,30's,6,28
4933,Jason Price,Male,loc31,jbt8,49,40's,2,135
4934,Janice Hammond,Female,loc200,jbt38,48,40's,6,113
4935,Tracy Alvardo,Male,loc64,jbt5,48,40's,5,76
4936,Bruce Compo,Male,loc236,jbt38,41,40's,4,46
4937,Amy Frye,Female,loc215,jbt5,38,30's,3,72
4938,Nellie Hancock,Female,loc166,jbt5,57,50's,5,120
4939,Kathleen Newton,Female,loc148,jbt38,40,40's,6,44
4940,Ricky Moore,Male,loc235,jbt5,49,40's,3,131
4941,Antonio Williams,Male,loc232,jbt35,40,40's,3,55
4942,Wilma Sexton,Female,loc46,jbt5,44,40's,4,90
4943,Thomas Acosta,Male,loc35,jbt5,36,30's,5,9
4944,Linda Tubbs,Female,loc57,jbt38,47,40's,4,122
4945,Frank Riley,Male,loc232,jbt35,39,30's,4,0
4946,Samantha Suarez,Female,loc111,jbt38,32,30's,3,51
4947,George Alderman,Male,loc236,jbt35,50,50's,3,31
4948,Everett Pierce,Male,loc57,jbt38,37,30's,3,29
4949,Eric Luis,Male,loc148,jbt5,35,30's,5,57
4950,Jo Jones,Female,loc232,jbt41,52,50's,5,157
4951,Kathleen Williams,Female,loc54,jbt5,39,30's,6,46
4952,James Clay,Male,loc10,jbt5,39,30's,6,37
4953,Adele Sayre,Female,loc232,jbt35,35,30's,5,34
4954,Alexander Robinson,Male,loc236,jbt35,36,30's,3,34
4955,Teresa Stone,Female,loc112,jbt5,28,20's,2,0
4956,Michael Bell,Male,loc114,jbt5,43,40's,4,89
4957,Becky Wolfe,Female,loc232,jbt41,47,40's,4,80
4958,Georgia McCartney,Female,loc203,jbt35,55,50's,4,95
4959,Melissa Gill,Female,loc207,jbt35,30,30's,3,33
4960,Alex Ruggles,Male,loc152,jbt5,23,20's,3,0
4961,Ericka Johnson,Female,loc170,jbt15,19,<20's,3,0
4962,Vivian Dawson,Female,loc99,jbt8,36,30's,4,68
4963,Francis Scarborough,Male,loc54,jbt5,38,30's,4,49
4964,Joel Keyser,Male,loc130,jbt5,56,50's,5,113
4965,Harry Leek,Male,loc187,jbt38,31,30's,3,0
4966,Charles Walker,Male,loc112,jbt5,51,50's,6,53
4967,Kristal Byrd,Female,loc186,jbt5,39,30's,3,55
4968,Anna Sherer,Female,loc56,jbt5,50,50's,3,143
4969,Larry Boston,Male,loc170,jbt41,34,30's,6,0
4970,Jason Gray,Male,loc5,jbt38,30,30's,7,0
4971,Ty Brown,Male,loc107,jbt15,49,40's,4,16
4972,Ruben Lundy,Male,loc236,jbt38,43,40's,5,50
4973,Dana Artrip,Female,loc213,jbt5,40,40's,5,13
4974,Felicia Stthomas,Female,loc31,jbt8,59,50's,5,164
4975,Ivory Fleming,Female,loc232,jbt41,28,20's,2,0
4976,Steven Clark,Male,loc232,jbt35,49,40's,3,56
4977,Larry Montgomery,Male,loc179,jbt5,40,40's,6,31
4978,Tammy Cano,Female,loc161,jbt5,23,20's,7,0
4979,Edith Dixon,Female,loc232,jbt41,32,30's,8,0
4980,Carla Price,Female,loc99,jbt35,53,50's,5,139
4981,Florencia Hayes,Female,loc244,jbt8,45,40's,4,96
4982,Phyllis Bennett,Female,loc243,jbt38,34,30's,3,69
4983,Hulda Ohler,Female,loc244,jbt8,35,30's,3,39
4984,Denna Peterson,Female,loc213,jbt5,43,40's,3,87
4985,Maria Walker,Female,loc59,jbt5,33,30's,2,35
4986,Spencer Presnell,Male,loc215,jbt38,36,30's,6,10
4987,Shirley Swain,Female,loc57,jbt5,51,50's,6,105
4988,David White,Male,loc94,jbt13,44,40's,3,100
4989,Neil Phipps,Male,loc232,jbt35,36,30's,5,15
4990,Mabel Bigler,Female,loc57,jbt38,45,40's,6,77
4991,Kristen Fay,Female,loc232,jbt41,34,30's,5,0
4992,Jerome Copley,Male,loc67,jbt38,52,50's,3,110
4993,Carol Rumley,Female,loc77,jbt38,44,40's,5,73
4994,William Diaz,Male,loc166,jbt5,26,20's,5,0
4995,Rosanne Arias,Female,loc79,jbt38,45,40's,6,67
4996,Heather Ely,Female,loc158,jbt5,34,30's,3,60
4997,Benjamin Moss,Male,loc152,jbt5,42,40's,6,62
4998,Mark Guillen,Male,loc232,jbt8,46,40's,5,51
4999,Annie Holtz,Female,loc167,jbt5,40,40's,4,12
5000,Elias Collins,Male,loc31,jbt8,62,60's,3,183
5001,Colleen Hamilton,Female,loc114,jbt5,37,30's,7,6
5002,Robert Reece,Male,loc112,jbt5,26,20's,4,0
5003,Vicente Rush,Male,loc166,jbt5,49,40's,4,114
5004,Claudia Watson,Female,loc31,jbt8,49,40's,4,85
5005,Gerald Sellers,Male,loc203,jbt35,17,<20's,6,0
5006,Becky Covarrubias,Female,loc31,jbt38,47,40's,7,114
5007,Dorothy Pierce,Female,loc236,jbt35,31,30's,4,80
5008,Jeanette Rogerson,Female,loc232,jbt8,26,20's,3,0
5009,Jesus Gomez,Male,loc148,jbt38,39,30's,4,32
5010,Emma Smith,Female,loc232,jbt8,39,30's,5,17
5011,Bryan Harris,Male,loc183,jbt5,40,40's,7,19
5012,Robert Reichel,Male,loc146,jbt5,31,30's,6,0
5013,Frank Epps,Male,loc232,jbt8,31,30's,5,51
5014,Lynn Nelson,Female,loc31,jbt8,38,30's,5,70
5015,Verna Lopez,Female,loc148,jbt5,46,40's,2,87
5016,Santos Neal,Male,loc179,jbt5,50,50's,3,126
5017,Sheila Price,Female,loc56,jbt5,43,40's,5,65
5018,Wanda Smith,Female,loc148,jbt38,42,40's,4,83
5019,Isaac Reid,Male,loc143,jbt5,34,30's,1,0
5020,Jason Palacios,Male,loc170,jbt5,47,40's,4,133
5021,Elizabeth Russell,Female,loc232,jbt8,32,30's,3,0
5022,Mary McKinney,Female,loc134,jbt5,25,20's,4,0
5023,Marie Vowels,Female,loc64,jbt5,42,40's,5,62
5024,Karen Palmer,Female,loc235,jbt5,35,30's,4,55
5025,Jason McKay,Male,loc54,jbt5,31,30's,1,0
5026,Candace Drew,Female,loc236,jbt35,39,30's,5,77
5027,Nicholas Villarreal,Male,loc236,jbt35,42,40's,5,55
5028,Cheryl Wilson,Female,loc148,jbt38,28,20's,1,14
5029,Darlene McClain,Female,loc7,jbt5,37,30's,6,0
5030,John Carr,Male,loc166,jbt5,69,60's,5,179
5031,Francis Ramage,Male,loc187,jbt38,35,30's,3,44
5032,Samuel James,Male,loc54,jbt38,39,30's,5,45
5033,Carl Pitts,Male,loc211,jbt8,33,30's,4,0
5034,Terry Robin,Male,loc236,jbt38,43,40's,5,67
5035,Rodney Sacco,Male,loc31,jbt38,40,40's,1,32
5036,Stephen Webb,Male,loc232,jbt8,49,40's,3,76
5037,Melinda Washington,Female,loc221,jbt15,22,20's,5,0
5038,Dorothy Knight,Female,loc232,jbt8,41,40's,3,58
5039,Jeremiah Holbert,Male,loc232,jbt8,48,40's,4,85
5040,John Moore,Male,loc31,jbt8,51,50's,5,85
5041,Ruth Oliver,Female,loc64,jbt5,25,20's,3,51
5042,Lillian Joiner,Female,loc31,jbt8,42,40's,4,75
5043,Rowena Adams,Female,loc236,jbt35,24,20's,5,0
5044,Mildred Lemieux,Female,loc82,jbt5,25,20's,2,0
5045,Florence Scott,Female,loc239,jbt38,36,30's,7,13
5046,Ronald Paris,Male,loc124,jbt5,44,40's,3,31
5047,Steve Davis,Male,loc125,jbt38,38,30's,5,87
5048,Terry Cooper,Male,loc146,jbt5,38,30's,5,45
5049,Vincent Ashe,Male,loc148,jbt38,28,20's,0,0
5050,David Akers,Male,loc173,jbt5,46,40's,6,50
5051,Wendy Hill,Female,loc232,jbt8,44,40's,2,90
5052,Melissa Nash,Female,loc232,jbt35,30,30's,4,0
5053,Charles Brooks,Male,loc5,jbt5,39,30's,1,46
5054,Robert Howard,Male,loc148,jbt5,34,30's,4,59
5055,Harriet Garzon,Female,loc161,jbt5,42,40's,5,47
5056,Richard Coleman,Male,loc236,jbt35,41,40's,4,47
5057,Hector Harvey,Male,loc232,jbt35,51,50's,6,77
5058,Miguel Santiago,Male,loc152,jbt38,47,40's,5,85
5059,Cheri Roy,Female,loc236,jbt35,28,20's,1,10
5060,John Atwood,Male,loc232,jbt35,44,40's,4,89
5061,Bradley Lopez,Male,loc215,jbt5,51,50's,3,116
5062,Kim Durocher,Female,loc232,jbt35,40,40's,2,71
5063,Amanda Basile,Female,loc232,jbt35,29,20's,5,30
5064,William Shadle,Male,loc232,jbt35,48,40's,4,43
5065,Jesus Tejada,Male,loc232,jbt35,47,40's,6,16
5066,Victor Spiva,Male,loc89,jbt5,46,40's,2,79
5067,Jose Traylor,Male,loc52,jbt35,31,30's,5,0
5068,Dan Lafleur,Male,loc92,jbt38,39,30's,3,7
5069,Justin Domingo,Female,loc152,jbt38,37,30's,2,34
5070,Mary Smith,Female,loc138,jbt5,52,50's,8,139
5071,Tina Gregory,Female,loc67,jbt5,47,40's,8,73
5072,Lynette Harper,Female,loc179,jbt38,39,30's,3,30
5073,Jennifer Ruby,Female,loc179,jbt5,37,30's,7,49
5074,Nancy Lewis,Female,loc232,jbt8,29,20's,2,38
5075,Martin Kelly,Male,loc92,jbt38,53,50's,5,108
5076,Tennille Hunter,Female,loc187,jbt5,46,40's,7,94
5077,Karen Hsu,Female,loc232,jbt35,30,30's,4,0
5078,Tina Reynolds,Female,loc67,jbt38,30,30's,9,37
5079,John Young,Male,loc239,jbt38,57,50's,1,150
5080,Douglas Young,Male,loc236,jbt38,35,30's,5,16
5081,Deborah Turner,Female,loc236,jbt35,41,40's,4,53
5082,Nancy Williams,Female,loc232,jbt8,38,30's,3,34
5083,Patricia Oleary,Female,loc54,jbt5,40,40's,4,51
5084,Brandie Monroy,Female,loc231,jbt5,52,50's,3,144
5085,James White,Male,loc148,jbt38,35,30's,4,33
5086,Laura Jess,Female,loc232,jbt8,33,30's,5,1
5087,Ruth Mackenzie,Female,loc148,jbt5,44,40's,3,72
5088,Daniel Pence,Male,loc31,jbt8,38,30's,1,38
5089,Helen Urban,Female,loc81,jbt5,42,40's,3,33
5090,Leonard Breen,Male,loc110,jbt15,28,20's,3,0
5091,Shirley Sepe,Female,loc148,jbt5,53,50's,7,80
5092,Cynthia Chartrand,Female,loc248,jbt5,23,20's,2,0
5093,Carl Salgado,Male,loc232,jbt35,28,20's,6,0
5094,Michael Christensen,Male,loc160,jbt5,36,30's,2,82
5095,Nilda Chandler,Female,loc166,jbt5,36,30's,5,87
5096,Ted Davidson,Male,loc187,jbt38,44,40's,6,61
5097,Frances Melendy,Female,loc148,jbt5,39,30's,2,74
5098,Kendall Gutierrez,Male,loc232,jbt8,41,40's,4,77
5099,Ashley Frye,Female,loc236,jbt35,40,40's,6,12
5100,Heather Ard,Female,loc31,jbt8,39,30's,5,33
5101,Robert Jones,Male,loc72,jbt5,49,40's,7,80
5102,Terry Sanchez,Female,loc148,jbt35,42,40's,2,73
5103,Monique Thoma,Female,loc31,jbt8,48,40's,5,91
5104,Nicole Yates,Female,loc235,jbt5,45,40's,4,107
5105,Bradley Smith,Male,loc232,jbt8,48,40's,1,40
5106,Paul Cooke,Male,loc99,jbt15,47,40's,3,44
5107,Gary Hughes,Male,loc199,jbt5,34,30's,3,46
5108,Christopher Mooney,Male,loc239,jbt5,54,50's,3,116
5109,Marie Martinez,Female,loc232,jbt8,27,20's,5,0
5110,Marilyn Willard,Female,loc232,jbt8,43,40's,5,90
5111,Damian Newell,Male,loc232,jbt8,45,40's,5,44
5112,Cynthia Hopper,Female,loc148,jbt5,26,20's,5,11
5113,Ester Crowley,Female,loc236,jbt35,32,30's,5,41
5114,Anthony Dunbar,Male,loc215,jbt5,57,50's,3,110
5115,Roxanne Cunningham,Female,loc195,jbt5,50,50's,3,79
5116,Dorothy Mendez,Female,loc31,jbt8,32,30's,2,5
5117,Curtis Smith,Male,loc232,jbt8,39,30's,4,21
5118,Paul Lowe,Male,loc236,jbt35,32,30's,7,0
5119,Jennifer Perry,Female,loc236,jbt35,63,60's,3,187
5120,George Gonzalez,Male,loc5,jbt5,49,40's,4,61
5121,Susan Fennell,Female,loc232,jbt8,29,20's,2,10
5122,David Jefferson,Male,loc215,jbt5,42,40's,5,39
5123,Herbert Sellers,Male,loc45,jbt5,39,30's,2,33
5124,Jennifer Jordon,Female,loc127,jbt5,20,20's,2,0
5125,Victor Linzy,Male,loc232,jbt8,36,30's,5,13
5126,Felipe Pyle,Male,loc242,jbt5,41,40's,5,38
5127,Ellamae Sager,Female,loc230,jbt5,50,50's,2,98
5128,Daryl Long,Male,loc56,jbt5,55,50's,3,137
5129,Melvin Thomas,Male,loc236,jbt35,42,40's,2,93
5130,Carolyn Spearman,Female,loc152,jbt5,55,50's,5,123
5131,Wilber Elrod,Male,loc193,jbt5,49,40's,3,66
5132,David Rhodes,Male,loc35,jbt5,39,30's,3,24
5133,Alfonso Maultsby,Male,loc189,jbt5,43,40's,2,57
5134,Juan Clayton,Male,loc232,jbt8,37,30's,5,67
5135,Clarence Stine,Male,loc232,jbt8,53,50's,3,130
5136,Shirley Anderson,Female,loc62,jbt8,29,20's,2,0
5137,Ernestine Bieber,Female,loc215,jbt5,39,30's,6,83
5138,Jeannie Helton,Female,loc232,jbt8,48,40's,4,132
5139,Janice Higgins,Female,loc148,jbt5,41,40's,7,60
5140,Victoria Radtke,Female,loc236,jbt35,36,30's,3,66
5141,Allison Johnson,Female,loc232,jbt8,55,50's,5,217
5142,Victor Johnston,Male,loc26,jbt5,38,30's,5,58
5143,Gary Crews,Male,loc232,jbt8,36,30's,5,0
5144,Roy Bousquet,Male,loc232,jbt8,33,30's,6,17
5145,Moses Ortiz,Male,loc179,jbt5,61,60's,5,134
5146,Lawrence Voss,Male,loc104,jbt5,50,50's,8,74
5147,Rodney Campbell,Male,loc239,jbt5,45,40's,5,47
5148,Virginia Dorsett,Female,loc131,jbt38,29,20's,4,1
5149,Patricia Motes,Female,loc187,jbt38,22,20's,6,0
5150,Mary Berkowitz,Female,loc232,jbt8,51,50's,7,113
5151,Angela Pinion,Female,loc232,jbt8,37,30's,3,78
5152,Rebecca Patterson,Female,loc232,jbt8,38,30's,4,45
5153,Allie Duke,Female,loc232,jbt8,37,30's,5,0
5154,David Nelson,Male,loc152,jbt5,30,30's,4,26
5155,Kimberly Miles,Female,loc179,jbt5,16,<20's,2,0
5156,Marion Finney,Female,loc213,jbt5,52,50's,8,104
5157,Anthony Flores,Male,loc58,jbt38,47,40's,2,62
5158,Hector Charon,Male,loc98,jbt35,46,40's,6,105
5159,Patricia Lawson,Female,loc31,jbt8,34,30's,4,10
5160,Ann Evans,Female,loc187,jbt38,34,30's,5,32
5161,Frank Tanner,Male,loc152,jbt5,50,50's,4,121
5162,Charlene Barbour,Female,loc23,jbt15,60,60's,1,156
5163,Andrea Wright,Female,loc152,jbt5,28,20's,4,0
5164,Jessica Hicks,Female,loc218,jbt5,52,50's,4,92
5165,James Baier,Male,loc232,jbt8,42,40's,5,48
5166,Wayne Stallworth,Male,loc224,jbt5,33,30's,4,48
5167,Stephanie Myers,Female,loc232,jbt8,33,30's,2,0
5168,Tyree Crochet,Male,loc236,jbt35,53,50's,2,114
5169,Kara Thomas,Female,loc148,jbt5,40,40's,3,37
5170,Guy Moody,Male,loc148,jbt5,30,30's,5,0
5171,Pearl Ray,Female,loc168,jbt5,31,30's,5,0
5172,Rex Semple,Male,loc56,jbt5,46,40's,5,109
5173,Claude Bisson,Male,loc140,jbt5,52,50's,2,68
5174,Jonathan Macaluso,Male,loc35,jbt5,57,50's,3,140
5175,Timothy McCurry,Male,loc60,jbt35,39,30's,5,31
5176,Kristina Whigham,Female,loc148,jbt5,37,30's,2,4
5177,Cynthia Parker,Female,loc232,jbt8,26,20's,3,0
5178,Latosha Wolf,Female,loc232,jbt8,30,30's,4,17
5179,Erin Blair,Female,loc67,jbt5,63,60's,4,158
5180,Dennis Dix,Male,loc148,jbt35,54,50's,1,143
5181,Margaret Donaldson,Female,loc232,jbt8,44,40's,4,127
5182,Ruth Dunham,Female,loc46,jbt5,48,40's,3,106
5183,Richard Lawrence,Male,loc232,jbt8,30,30's,3,0
5184,Susan Restrepo,Female,loc236,jbt35,27,20's,2,6
5185,Karen Ortiz,Female,loc215,jbt5,40,40's,5,49
5186,Evelyn Price,Female,loc132,jbt15,28,20's,6,0
5187,Olivia Perez,Female,loc170,jbt41,60,60's,4,202
5188,Becky Lund,Female,loc95,jbt15,31,30's,4,39
5189,Jane Lacour,Female,loc54,jbt5,42,40's,2,62
5190,Gloria Hall,Female,loc105,jbt5,33,30's,3,31
5191,Kenneth Crownover,Male,loc58,jbt38,45,40's,6,98
5192,Jeffrey McNutt,Male,loc121,jbt35,45,40's,4,105
5193,Kenneth Chaidez,Male,loc243,jbt5,51,50's,5,74
5194,Julia Lindstrom,Female,loc148,jbt5,39,30's,5,0
5195,Ernest Breuer,Male,loc152,jbt5,45,40's,6,49
5196,Byron Reed,Male,loc152,jbt15,36,30's,7,27
5197,Edward Rogers,Male,loc146,jbt5,36,30's,5,0
5198,Lula James,Female,loc79,jbt38,37,30's,3,60
5199,Gail Schmitz,Female,loc213,jbt5,39,30's,4,29
5200,Patricia Fleischer,Female,loc148,jbt5,48,40's,3,121
5201,Richard Proto,Male,loc236,jbt35,41,40's,6,53
5202,Tammy Forsyth,Female,loc215,jbt5,27,20's,2,0
5203,Lula McLean,Female,loc148,jbt5,54,50's,6,124
5204,Jon Carpenter,Male,loc46,jbt5,35,30's,6,0
5205,James Arnold,Male,loc49,jbt5,43,40's,1,51
5206,Ruthann Garcia,Female,loc232,jbt8,49,40's,5,80
5207,Carolyn Hall,Female,loc166,jbt5,41,40's,6,103
5208,Roger Spicer,Male,loc75,jbt38,52,50's,4,151
5209,David McCracken,Male,loc200,jbt5,34,30's,1,29
5210,Carolyn Willams,Female,loc5,jbt5,25,20's,4,0
5211,Claire Jones,Female,loc89,jbt5,34,30's,7,38
5212,Antoine Lass,Male,loc221,jbt15,50,50's,5,71
5213,Neal Deroche,Male,loc166,jbt5,40,40's,4,51
5214,Samantha Greene,Female,loc232,jbt8,32,30's,5,0
5215,Gerald Bonner,Male,loc236,jbt35,46,40's,2,109
5216,Antonio Lipscomb,Male,loc63,jbt15,46,40's,5,8
5217,Melinda Lee,Female,loc187,jbt38,22,20's,5,0
5218,Kenneth Parker,Male,loc232,jbt8,43,40's,3,43
5219,Lois Ewing,Female,loc215,jbt5,53,50's,4,131
5220,Bill Carlyle,Male,loc243,jbt5,37,30's,3,29
5221,Tracy Long,Female,loc232,jbt8,44,40's,3,78
5222,James Bischof,Male,loc1,jbt41,52,50's,4,107
5223,Carlton Lattimore,Male,loc236,jbt35,32,30's,5,0
5224,Lonnie Stevenson,Male,loc236,jbt35,42,40's,4,9
5225,Angela Cole,Female,loc114,jbt5,33,30's,3,30
5226,Kent Necaise,Male,loc48,jbt35,39,30's,4,32
5227,Alberta Harris,Female,loc146,jbt5,47,40's,5,78
5228,Clayton Spicer,Male,loc187,jbt38,28,20's,3,0
5229,John Lam,Male,loc147,jbt35,40,40's,2,49
5230,Raymond Franklin,Male,loc187,jbt38,45,40's,5,76
5231,Michelle Harman,Female,loc252,jbt38,37,30's,6,47
5232,Cynthia Weaver,Female,loc57,jbt38,26,20's,4,42
5233,Stuart Mack,Male,loc179,jbt5,51,50's,6,64
5234,Annie Stingley,Female,loc232,jbt8,42,40's,5,43
5235,Nathaniel Evans,Male,loc148,jbt5,57,50's,3,157
5236,Sergio Longoria,Male,loc35,jbt5,42,40's,4,67
5237,Michael Kroeger,Male,loc56,jbt5,50,50's,4,108
5238,Dustin Craft,Male,loc168,jbt5,37,30's,6,25
5239,Norman Gaskins,Male,loc148,jbt5,37,30's,5,68
5240,Robert Howerton,Male,loc236,jbt35,30,30's,5,0
5241,Charles Thompson,Male,loc125,jbt5,46,40's,5,57
5242,Steven Corry,Male,loc132,jbt15,28,20's,2,0
5243,Laura Garcia,Female,loc119,jbt8,35,30's,5,54
5244,Mamie Towe,Female,loc60,jbt35,47,40's,4,83
5245,Lois Stafford,Female,loc236,jbt35,32,30's,3,30
5246,Thomas Cork,Male,loc31,jbt8,45,40's,6,46
5247,Clinton Moore,Male,loc232,jbt8,53,50's,2,96
5248,Brittany Moore,Female,loc31,jbt8,30,30's,4,71
5249,Roberto Hall,Male,loc232,jbt8,38,30's,1,39
5250,Samuel Bonds,Male,loc236,jbt35,59,50's,4,111
5251,Kenneth Obrien,Male,loc59,jbt38,42,40's,5,53
5252,Betty Paez,Female,loc45,jbt5,40,40's,4,66
5253,Rebecca Lesniak,Female,loc148,jbt5,57,50's,5,172
5254,Eric Gray,Male,loc198,jbt5,40,40's,5,6
5255,Michael Mullet,Male,loc74,jbt38,38,30's,4,55
5256,Sheryl Hack,Female,loc187,jbt5,31,30's,5,79
5257,Ronda Orourke,Female,loc232,jbt8,33,30's,3,16
5258,Timothy Perkins,Male,loc236,jbt35,53,50's,4,135
5259,Melanie Deal,Female,loc232,jbt8,50,50's,3,84
5260,Brian Boner,Male,loc221,jbt15,45,40's,1,42
5261,Nicholas Grimaldi,Male,loc15,jbt5,42,40's,1,53
